Item Code,Item Name,Barcode,Cost,VAT.Rsp,GP.%,Qty,Category,Supplier,Brand
6467695,FINE FEATHER FF5009 1PLY EMBOSSD BLNKT 200*240C,6291108335031,114.3,139.0001,17.77%,1,BLANKET,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),FINE FEATHER
6467697,FINE FEATHER 1 PLY FF5010 EMBOSSED BLANKET 200*240CM/14.30 LBS,6291108335048,149.03,199.0,25.11%,5,BLANKET,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),FINE FEATHER
6467925,OZO GEL DETERGENT FRESH GREEN 1+1LTR,0782150902266,17.5,18.95,7.65%,4,Liquids & Concentrates,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6468034,OZO GEL DETERGENT OCEAN BLUE 1+1LTR,0782150902273,14.09,18.95,25.67%,8,Liquids & Concentrates,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6468035,OZO GEL DETERGENT LAVENDER 1+1LTR,0782150902280,14.36,18.95,24.21%,4,Liquids & Concentrates,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6468206,PEACOCK FACIAL TISSUES 150X2PLY 4+1 FRE,6297001099148,8.73,10.95,20.29%,13,Facial Tissues,AL OUFOUK CO(CONSUMER),PEACOCK
6468237,SHIRLEY MAY GPAC BLACK MARKET+DON CARLOS EDT 2PCS SET SM PROMO,6295124038952,10.8,12.95,16.57%,11,Eau De Toilette – Un,ALPHAMED GENERAL TRADING LLC,SHIRLEY MAY
6468267,SHIRLEY MAY GPAC BLACK CAR+COOL MIND EDT 2PCS SET SM,6295124038969,10.8,12.95,16.57%,10,Eau De Toilette – Un,ALPHAMED GENERAL TRADING LLC,SHIRLEY MAY
6468270,GPAC ROYAL COBRA+MUSK EDT 2PCS SET SM PROMO,6295124038976,10.8,12.95,16.57%,14,Eau De Toilette – Un,ALPHAMED GENERAL TRADING LLC,SHIRLEY MAY
6468271,GPAC DARKNET + CROSS EDT 2PCS SET PROMO,6295124038983,9.28,11.5,19.30%,30,Eau De Toilette – Un,ALPHAMED GENERAL TRADING LLC,SHIRLEY MAY
6468273,GPAC CLASSIC JASMIN+PINK ROSE 2PCS PROMO,6295124038990,9.4,12.95,27.43%,19,Eau De Toilette – Un,ALPHAMED GENERAL TRADING LLC,SHIRLEY MAY
6468274,GPAC AL BAKHOOR+FAWAKEH 2PCS SET PROMO,6295124039003,10.8,12.95,16.57%,21,Eau De Toilette – Un,ALPHAMED GENERAL TRADING LLC,SHIRLEY MAY
6468275,GPAC KULSOOM+ATTAR FUL 2PCS SET SM PROMO,6295124039010,9.16,12.95,29.28%,34,Eau De Toilette – Un,ALPHAMED GENERAL TRADING LLC,SHIRLEY MAY
6468461,TOOTAL MENS PLAIN SHIRT,06646842261,42.0,49.0,14.29%,1,Mens Casual Shirt LS,GULF APPARELS LLC,TOOTAL
6468485,CHESTERFIELD PURPLE REMIX 2,7622100685531,12.67,13.5,6.11%,30,CIGARETTE,AL RASHIDEEN DISTRIBUTION L.L.C,CHESTERFIELD
6469003,STAR SUN BLOCK CREAM 170 ML,8906012840738,4.73,6.95,32.01%,4,Face Cream & Lotion,ZAYAN COSMETIC TRADING LLC,STAR
6469197,NATARAJ 621 PENCIL JAR COMBI,8901324044164,8.43,13.0001,35.14%,14,Pencil Case,AL HATHBOOR INTERNATIONAL L.L.C,NATARAJ
6469754,YORGO MENS CASUAL SHIRT,06646972254,23.1,30.0,23.00%,1,Mens Casual Shirt LS,LUI MILANO READYMADE GARMENTS TRADING LLC,YORGO
6470290,VOLGA SONA MASOORI RICE 9KG 20LBS,6291106824865,25.3,29.95,15.54%,33,SONA MASOORI,NARVI GENERAL TRADING LLC,VOLGA
6470381,ITALO EYE MASK YM-3001,6902012730019,3.41,5.0,31.75%,6,CLOTH MASKS,N A X TRADING CO.CO.LLC (NAX),ITALO 
6470436,BLANC HOME 190X75X7CM MEDICAL MATTRESS,06647042236,44.59,65.0,31.40%,3,Mattress,AL MADINA DISTRIBUTION CENTRE LLC,BLANC HOME
6470483,RK FINE TABLE SALT 1KG,6291107838649,1.37,1.75,22.00%,109,Salt,SEVEN HARVEST TRADING LLC,RK
6470485,RK JAGGERY 500GM,6291107839127,3.78,4.75,20.42%,29,JAGGERY,SEVEN HARVEST TRADING LLC,RK
6470486,RK TAMARIND 150GM,6291107838670,2.36,2.75,14.09%,17,Spices_01022002,SEVEN HARVEST TRADING LLC,RK
6470488,BILAL LADIES FANCY WATCH BL7001,06647042288,23.1,55.0001,58.00%,1,LADIES WATCH,BILAL SHIHAB TRADING LLC,NO BRAND
6470489,RK TAMARIND 500GM,6291107838687,6.3,7.25,13.10%,20,Spices_01022002,SEVEN HARVEST TRADING LLC,RK
6470496,BLANC HOME 190X90X10CM MEDICAL MATTRESS,06647042296,65.9,99.0,33.43%,2,Mattress,AL MADINA DISTRIBUTION CENTRE LLC,BLANC HOME
6470995,AMERICAN HARVEST WHITE OATS ORIGINAL GERMAN 400 GM,8857109700315,4.85,5.5,11.80%,-4,Oats,BAGASON MIDDLE EAST GEN.TRDG. L.L.C,AMERICAN HARVEST
6471779,ROCKERS RS930 T SHIRT FULL SLEEVE,6290360460338,16.28,22.0,26.02%,1,Mens T Shirt LS,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),ROCKERS
6471866,MODIO SMART WATCH MC 67,6972287017375,23.72,69.0,65.62%,10,SMART WATCHES,GRAND SPOT PHONES TRADING CO LLC,MODIO
6471949,ALMARAI MILK POWDER CREAM 2.25KG POUCH@SP,6281007061971,50.49,54.95,8.12%,31,Powdered Milk,ALMARAI EMIRATES COMPANY LLC,ALMARAI
6472219,CARBON MENS JEANS ING 3921,07647222219,61.56,89.0,30.83%,1,MENS JEANS,AL MADINA DISTRIBUTION CENTRE LLC,DC-BOMBAY JULY 2022
6472256,SK MENS R/N T SHIRT ING3688,07647222256,10.12,18.0,43.77%,1,Mens T Shirt LS,AL MADINA DISTRIBUTION CENTRE LLC,DC-BOMBAY JULY 2022
6472282,CHESTERFIELD REMIX 2 CIGARATTE,7622100685548,12.67,13.5,6.11%,21,CIGARETTE,AL RASHIDEEN DISTRIBUTION L.L.C,CHESTERFIELD
6472328,RIN SOAP ADAVANCE 130+15G,8901030888144,0.72,1.0,27.51%,28,Laundry Soap,MUSHTAQ AHMED COSMETICS TRADING LLC.,RIN
6472335,DOVE SOAP GENTLE EXFOLIATING 4X100GM,8717163607305,10.06,11.9501,15.79%,1,Bath Soaps,MUSHTAQ AHMED COSMETICS TRADING LLC.,DOVE
6472382,HOOK 3PC/CARD OVAL,6927539820050,0.84,1.5,44.00%,7,Hooks & Hangers,AL QADAH TRADING CO (L.L.C.),NO BRAND
6472495,SANDISK ULTRA MICRO SD CARD 256GB,619659196516,51.45,109.0,52.80%,2,"USB,MICRO SD CARD",DCI ELECTRONICS TRADING LLC,SANDISK
6472525,LADIES PANTIES OE 06 PCS LP206,0799665591632,22.05,30.0,26.50%,20,LADIES PANTIES,LIFE LINE TRADING,LIFE LINE
6472529,LADIES PANTIES DRK OE 06 PCS LLP209,0713651994184,22.05,30.0,26.50%,12,LADIES PANTIES,LIFE LINE TRADING,LIFE LINE
6472535,LADIES PANTIES IE 06 PCS LLP208,0713651994139,22.05,28.0,21.25%,24,LADIES PANTIES,LIFE LINE TRADING,NO BRAND
6472549,LADIES  PANTIES 03 PCS DRK LLP5003,0713651993941,12.6,16.0,21.25%,30,LADIES PANTIES,LIFE LINE TRADING,NO BRAND
6473285,COSMO PACK SOOTHING GEL 3X165ML,6294015146103,15.75,18.5,14.86%,5,Face Cream & Lotion,STERLING DISTRIBUTION COMPANY LLC,COSMO
6473436,CLIKON CK866 WOODY TOWER SPEAKER 60W,6290360460147,274.74,319.0,13.87%,1,SPEAKERS&SUB WOOFERS,ETRONIX MIDDLE EAST GENERAL TRADING L.L.C (CLIKON),CLIKON
6473437,VICCO TURMERIC VAN ISHING CREAM 60GX2-20% OFF,8901288030616,23.1,26.95,14.29%,2,Face Cream & Lotion,MUSCAT PHARMACEUTICAL TRADING LLC,VICCO
6473440,VICCO WSO CREAM 60GX2-25 % OFF,8901288230610,13.86,16.5,16.00%,3,Face Cream & Lotion,MUSCAT PHARMACEUTICAL TRADING LLC,VICCO
6473875,AMINA HENNA PASTE CONE BIG,8906077710670,1.47,3.0,51.00%,18,Make Up Sets,SHAJARA AL MUFADDAL GENERAL TRADING L.L.C,NO BRAND
6474043,HOMEWAY HW2955 GLASS MUG -ROYAL 3PCS SET,6290360460758,8.93,12.0,25.63%,1,Jugs /Tumblers,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),HOMEWAY
6474128,WHITELINE MENS SHIRT,07647412228,37.8,39.0,3.08%,3,MENS CASUAL SHIRT HS,ALI JUMA TRADING,DC MARKET 
6474175,AL FAKHIR FESTIVAL ASSORTED SWEETS 1X6,178652531133,3.99,4.9896,20.03%,34,Indian Sweets,AL FAKHIR ROASTER AND SWEETS L.L.C.,AL FAKHIR
6474233,NEXTEX NX-CF2022 ROLL COMFORTER PRINTED 200X220 CM,07647422233,25.95,45.0,42.34%,3,COMFORT SINGLE,AL MADINA DISTRIBUTION CENTRE LLC,NEXTEX
6474234,NEXTEX NX-CF2240 COMFORTER PRINTED 220X240CM 6PCS SET,07647422234,81.53,129.0,36.80%,8,DOUBLE BED SHEET,AL MADINA DISTRIBUTION CENTRE LLC,NEXTEX
6474235,NEXTEX NX-CF16220  COMFORTER PRINTED 160X220  4PCS SET,07647422235,60.53,98.0,38.23%,2,DOUBLE BED SHEET,AL MADINA DISTRIBUTION CENTRE LLC,NEXTEX
6474238,BLANC HOME COMFORTER 6PCS SET BH-CF6PST,07647422238,90.18,145.0,37.80%,2,DOUBLE BED SHEET,AL MADINA DISTRIBUTION CENTRE LLC,BLANC HOME
6474250,BOYS  SHIRT 7852,07647422250,3.68,12.0,69.38%,23,BOYS T-SHIRT HALF SLEEVE 6-18 ,SAHIL N SABIL TRADING L.L.C,NO BRAND
6474383,HONOR ANKER SOUNDCORE LIFE U,07647432283,42.31,99.0,57.26%,10,HEADPHONES,MULLER AND PHIPPS MIDDLE EAST TRADING LLC,HONOR
6474540,SUNFEAST DARK FANTASY BOURBON 400G,8901725119331,6.39,7.45,14.17%,7,Cream Filled Biscuits,TRUEBELL MARKETING & TRADING LLC,SUNFEAST
6474543,ELORA STEEL DOUBLE GAS BURNER ELGB-5235,6298657752357,82.95,99.0,16.21%,2,GAS TABLE & BURNER,BURJ AL SHANDAGHA TRADING (LLC) (ELECTRONICS DIV),ELORA 
6474591,SEARA CHICKEN BREAST 2X900GM@20% OFF,6291107377421,32.07,35.95,10.80%,5,Chicken Portions,ARABIAN OASIS FOOD CO. L.L.C.,SEARA
6474770,PRINGLES BARBEQUE 40GM,5053990161935,2.62,2.95,11.02%,2,Potato Canister,TRANSMED OVERSEAS INCORPORATED S.A,PRINGLES
6474907,FARM FRESH BLACK WHOLE OLIVES 465 GMS,6291079226086,9.4,10.95,14.18%,6,Olives_01021007,FARM FRESH LLC,FARM FRESH
6474983,FARM FRESH GRN WHOLE OLIVES 465 GMS,6291079226079,9.82,11.5,14.63%,6,Olives_01021007,FARM FRESH LLC,FARM FRESH
6474984,FARM FRESH BLK SLICED OLIVES 440 GMS,6291079226093,10.13,11.9501,15.21%,6,Olives_01021007,FARM FRESH LLC,FARM FRESH
6474998,FARM FRESH GRN SLICED OLIVES 440 GMS,6291079226109,10.76,12.5,13.90%,5,Olives_01021007,FARM FRESH LLC,FARM FRESH
6475016,BLANC HOME 90X180X7C 3F MEDICAL MATTRES,07647502216,67.88,97.0001,30.02%,1,Mattress,AL MADINA DISTRIBUTION CENTRE LLC,BLANC HOME
6475023,AMLA BIRD EYE CHILLY SYRUP 500 ML,2356560302060,9.98,12.95,22.97%,2,Syrups & Frosting,THAMAR SWEETS TRADING - L.L.C,NO BRAND
6475748,RK CHIA SEED 200GM,6291107838397,6.3,7.5,16.00%,12,Seeds_01022005,SEVEN HARVEST TRADING LLC,RK
6475751,RK GARLIC POWDER 100GM,6291107832234,3.04,3.95,22.91%,8,Spices_01022002,SEVEN HARVEST TRADING LLC,RK
6476003,ALMARAI JUICE MANGO & GRAPE 1.4L NSA,6281007070751,10.91,12.5,12.72%,2,Fresh Juice Assorted,ALMARAI EMIRATES COMPANY LLC,ALMARAI
6476034,ALMARAI JUICE MIX BERRY 1.4L NSA,6281007070768,10.91,12.5,12.72%,2,Fresh Juice Assorted,ALMARAI EMIRATES COMPANY LLC,ALMARAI
6476035,ALMARAI JUICE MIXED FRUIT 1.4L NSA,6281007070775,10.91,12.5,12.72%,1,Fresh Juice Assorted,ALMARAI EMIRATES COMPANY LLC,ALMARAI
6476036,ALMARAI JUICE MIXED FRUIT LEMON 1.4L NSA,6281007070782,10.91,12.5,12.72%,2,Fresh Juice Assorted,ALMARAI EMIRATES COMPANY LLC,ALMARAI
6476040,ALMARAI JUICE APPLE PREMIUM 1.4L NSA,6281007070720,10.91,12.5,12.72%,2,Fresh Juice Assorted,ALMARAI EMIRATES COMPANY LLC,ALMARAI
6476041,ALMARAI JUICE ORANGE PREMIUM 1.4L NSA,6281007070737,10.91,12.5,12.72%,2,Fresh Juice Assorted,ALMARAI EMIRATES COMPANY LLC,ALMARAI
6476043,ALMARAI JUICE MF ORANGE CARROT 1.4L NSA,6281007070836,10.91,12.5,12.72%,1,Fresh Juice Assorted,ALMARAI EMIRATES COMPANY LLC,ALMARAI
6476139,AL BAKER CHAKKI FRESH ATTA 5KG SPL OFF,6291003611483,13.86,16.5,16.02%,7,FLOUR,IFFCO DISTRIBUTION SERVICES FZCO ( DUBAI BRANCH),AL BAKER
6476186,ZEST HOME ZH-311 LADDLE,07647612286,6.01,10.0,39.90%,18,LADDLE,AL MADINA DISTRIBUTION CENTRE LLC,ZEST HOME
6476187,ZEST HOME ZH-312 TURNER SOLID,07647612287,6.02,10.0,39.80%,14,Utensils,AL MADINA DISTRIBUTION CENTRE LLC,ZEST HOME
6476188,ZEST HOME ZH-313 SKIMMER,07647612288,6.71,11.0,39.00%,23,SKIMMER,AL MADINA DISTRIBUTION CENTRE LLC,ZEST HOME
6476191,ZEST HOME ZH-315 TURNER SLOTTED,07647612291,6.02,10.0,39.80%,23,Utensils,AL MADINA DISTRIBUTION CENTRE LLC,ZEST HOME
6476461,NESCAFE RED MUG SOLUBLE COFFEE 95G,8445290249265,19.46,22.5,13.49%,11,Coffee,SWEET GARDEN GENERAL TRADING CO. LLC (NESTLE),NESTLE 
6476484,NESCAFE RED MUG SOLUBLE COFFEE 190GM,8445290249203,19.02,25.95,26.71%,9,Coffee,SWEET GARDEN GENERAL TRADING CO. LLC (NESTLE),NESTLE 
6476485,NESCAFE GOLD DARK RST JAR 47.5GM,8445290212863,15.13,17.95,15.71%,20,Coffee,SWEET GARDEN GENERAL TRADING CO. LLC (NESTLE),NESTLE 
6476486,NESCAFE GOLD DARK RST SGNT 95GM,8445290145093,23.96,28.5,15.95%,8,Coffee,SWEET GARDEN GENERAL TRADING CO. LLC (NESTLE),NESTLE 
6476487,NESCAFE GOLD DARK RST SGNT 190GM,8445290145215,25.98,28.95,10.25%,19,Coffee,SWEET GARDEN GENERAL TRADING CO. LLC (NESTLE),NESTLE 
6476539,CARRYON CO-1324-23 DUFFLE TROLLEY BAG-23,07647652239,42.85,69.0,37.90%,1,Travel Bags,AL MADINA DISTRIBUTION CENTRE LLC,CARRYON 
6476543,CARRYON CO-1326-36 WHEEL BAG -36,07647652243,31.45,45.0,30.12%,1,Travel Bags,AL MADINA DISTRIBUTION CENTRE LLC,CARRYON 
6476653,EASTERN CHAT MASALA 100GM PRICE OFF,8902850037903,3.1,3.5,11.50%,15,G Masalas,JALEEL DISTRIBUTION LLC,EASTERN
6477252,CHINA T-SHIRTS ASSORTED,07647722252,8.4,15.0,44.00%,5,MENS T SHIRT HS,GULF APPARELS LLC,NO BRAND
6477254,AKF MENS T-SHIRTS INDIA 50 MODEL,07647722254,7.88,10.0,21.25%,5,MENS T SHIRT SS,GULF APPARELS LLC,NO BRAND
6477255,TOOTAL LYCRA PANT ASSORTED 1 MODEL,07647722255,15.99,29.0,44.87%,5,Mens Casual Trousers,GULF APPARELS LLC,TOOTAL
6477310,INDOMIE CUP MIXED FRIED NOODLES 3X75GM,5960000002624,7.66,9.5,19.32%,3,Instant Noodle,EMIRATES SNACK FOODS LLC,INDOMIE
6477384,TORCH LIGHT XPE-COB,6986124900058,3.41,5.0,31.75%,11,Torches,360 CITY GENERAL TRADING LLC,NO BRAND
6477386,YH-5234 GLASS SINGLE PC,07647732286,1.53,2.95,48.15%,47,Glasses,DEYAR AL MADINA S/M LLC,NO BRAND
6477452,DELITE MALAI PANEER 200GMS,6291034004339,4.14,5.5,24.74%,113,MALAI PANEER,UNIKAI FOODS P.J.S.C,DELITE
6477475,NOBI GOLD SUNFLOWER OIL 1.5LTR OFR,6291104196803,11.69,14.5,19.37%,13,Sunflower Oil,AL SAIEE GENERAL TR .LLC - S P,NOBI GOLD
6477487,INDOMIE CUP CHICKEN 3X60GM,2000009832372,7.66,8.95,14.36%,1,Cup Noodle,EMIRATES SNACK FOODS LLC,INDOMIE
6477603,YLS2106 SCHOOL BAG( 4 DESIGNS),07647762203,18.07,29.0,37.69%,-1,SCHOOL BAG,AL MADINA DISTRIBUTION CENTRE LLC,DC-CHINA JULY 2022
6477934,FINE FEATHER FF1475 DOUBLE FLEECE BLANKET 200X220 CM PLAIN,6290360461618,38.24,46.0,16.87%,4,BLANKET,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),FINE FEATHER
6478467,TIBRE YF7258 MENS SPORTS SHOES,07647842267,36.62,45.0,18.63%,26,MENS SPORTS SHOES,CRYSTAL GENERAL TRADING LLC,TIBRE
6478473,RK  COCONUT OIL 1LTR OFFER,6291107839103,12.75,15.5,17.72%,11,Coconut Oil,SEVEN HARVEST TRADING LLC,RK
6479103,LE SUPREME FRUIT JAM STRAWBERRY 370GM,6223001054719,2.67,3.95,32.44%,5,Jams,LG FMCG TRADING LLC,LE-SUPREME
6479184,SHISHA YUO TO,08647912284,15.12,30.0,49.59%,6,OTHER TOBACCO,MARKET PURCHASE,NO BRAND
6479366,PARTY BALOONS 50PCS YF-1660,6970163016603,4.75,8.0,40.67%,12,BALLOONS,JASMIN LAND TRADING L.L.C,NO BRAND
6479673,NESCAFE CLASSIC 50 GM,7891000312704,5.06,7.5,32.57%,1,Coffee,NOWA GENERAL TRADING LLC,NESTLE 
6479988,DETTOL HANDWASH ZING MANDARIN 200ML,6295120054161,14.51,16.95,14.38%,1,Liquid Hand Wash,RECKITT BENCKISER ARABIA TRADING L.L.C,DETTOL
6480411,DIAMOND ALUMINIUM FOIL HD 37.5 SF 2PK OFFER,6291107468945,9.45,9.95,5.03%,6,Aluminum Foil,ALPHAMED GENERAL TRADING LLC,DIAMOND
6480433,HEZIRE WIRED STEREO HEADSET TYPE-C,08648042233,11.11,39.0,71.50%,18,HEADPHONES,RF TECHNOLOGIES LLC,HEZIRE
6480439,Z51 SMART WATCH -8,8340506879864,13.12,15.0,12.53%,21,SMART WATCHES,SHIHAB MOBILE PHONES LLC,NO BRAND
6480473,TAPIOCA FROZEN KILANGU 700GM,0769503143170,2.89,4.95,41.66%,57,Other Frozen Vegetable,FALCON GRAND FOODSTUFF TRADING LLC,NO BRAND
6480509,OZO AIR FRESHNER REUZ 300 ML,0782150902327,3.79,5.5,31.08%,13,AIR FRESHNER- SPRAY&AEROSOLS,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6480510,OZO AIR FRESHNER BAKHOOR 300 ML,0782150902310,3.79,5.5,31.08%,9,AIR FRESHNER- SPRAY&AEROSOLS,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6480511,OZO AIR FRESHNER MALIK  300 ML,0782150902303,3.79,5.5,31.08%,11,AIR FRESHNER- SPRAY&AEROSOLS,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6480512,OZO AIR FRESHNER ASSTD 3X300ML,0782150902259,10.64,13.95,23.75%,1,AIR FRESHNER- SPRAY&AEROSOLS,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6480917,ATTAR MIX 6 ML,9715031083670,3.15,5.0,37.00%,134,Other Perfumes,ROYAL SPORTING HOUSE MIDDLE EAST LLC,NO BRAND
6480949,BLANCHOME IRONING BOARD BH-505 140 X 38 CM,08648092249,52.03,77.0,32.43%,6,Ironing Boards,AL MADINA DISTRIBUTION CENTRE LLC,BLANC HOME
6480951,BLANCHOME IRONING BOARD BH-506 143 X 38 CM,08648092251,61.28,89.0,31.15%,2,Ironing Boards,AL MADINA DISTRIBUTION CENTRE LLC,BLANC HOME
6481258,ATD LONG  MATTA RICE 5KG,8906111321930,19.95,22.9499,13.07%,2,MATTA RICE,AL TAYEB DISTRIBUTION - SOLE PROPRIETORSHIP L.L.C,ATD
6481267,GEMSTAR NO DATE WATCH BL76,08648122267,14.18,29.0,51.12%,7,GENTS WATCH,BILAL SHIHAB TRADING LLC,GEMSTAR
6481821,EASTERN GINGER GARLIC PASTE 700GM,8901440223030,17.33,18.5,6.34%,6,Cooking Aids,JALEEL DISTRIBUTION LLC,EASTERN
6482044,GIGIS HB PENCIL 3PC PACK,0644216958009,7.19,12.0,40.06%,2,Pencil & Leads,J & J MARKETING LLC,GIGIS
6482069,SADIA EXTRA CRISPY FRENCH FRIES 6MM 1KG,7891515540081,13.46,15.95,15.63%,1,French Fries,FEDERAL FOODS LLC,SADIA
6482074,GIGIS UNIMAX MAXFLOW 10X2 PROMO PACK,8907430026421,11.17,15.0,25.54%,19,Pens,J & J MARKETING LLC,GIGIS
6482273,YC4016  COMB(3PCS SET),08648222273,13.18,24.0,45.09%,2,COMB,AL MADINA DISTRIBUTION CENTRE LLC,DC-CHINA-JAN 23-2
6482279,YC4022  MIRROR,08648222279,4.89,8.0,38.93%,3,Mirror,AL MADINA DISTRIBUTION CENTRE LLC,DC-CHINA-MAY-23-1
6482330,YH5403  BATHROOM SHELF,08648232230,8.94,14.0,36.17%,2,Other Kitchen Access,AL MADINA DISTRIBUTION CENTRE LLC,DC-CHINA AUGUST 22
6482333,YSY-7001/02 PENCIL SET (SUPER MEGA ART ) 168 PCS,6971782060305,7.35,15.0,51.00%,20,Stationery Set,AL MADINA DISTRIBUTION CENTRE LLC,DC-CHINA-JAN-25-5
6482405,QUANTA CONE CHOCO FLAKE 120ML,6291003606601,3.66,4.2,12.94%,4,Ice Cream,IFFCO DISTRIBUTION SERVICES FZCO - (DUBAI BRANCH) -FFD,QUANTA
6482459,QUANTA CONE CHOCO PEANUR CRUNCH 120ML,6291003606755,3.66,4.5,18.78%,-4,Ice Cream,IFFCO DISTRIBUTION SERVICES FZCO - (DUBAI BRANCH) -FFD,QUANTA
6482460,TIFFANY ASTRO BISCUIT COOKIES&CREAM 36GM,6291003021237,0.77,1.0,23.44%,15,Cookies,IFFCO DISTRIBUTION SERVICES FZCO ( DUBAI BRANCH),TIFFANY
6482470,ROYALFORD GLASS ASHTRAY 3.5CM RF10254,6294016418018,2.62,3.75,30.00%,12,Ashtrays,ROYALFORD GENERAL TRADING LLC,ROYALFORD
6482682,ROYALFORD BOTTLE CLEANING BRUSH 160 RF10645,6294016422053,4.72,6.75,30.00%,6,Toilet Accessories,ROYALFORD GENERAL TRADING LLC,ROYALFORD
6482686,BALAJI CHT PATAKA MASALA CHIPS 65 GM,8906010505127,1.89,2.5001,24.34%,8,Potato Bags,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482726,BALAJI CHT PATAKA FLAMIN HOT CHIPS 65 GM,8906010505424,1.89,2.5001,24.39%,10,Potato Bags,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482728,BALAJI NAMKEEN MUNG DAL 200 GM,8906010505288,4.2,5.0,16.00%,5,Indian Savories,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482729,BALAJI P.WAFERS CHAAT CHASKA 135 GM,8906010505479,4.2,5.0,15.91%,5,Potato Bags,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482732,BALAJI CRUNCHX CHILLI TADKA 135 GM,8906010505547,4.2,5.0,16.00%,4,Potato Bags,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482741,BALAJI NAMKN WHEELOS MASALA 55 GM,8906010505493,1.89,2.5001,24.40%,8,Potato Bags,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482748,BALAJI NAMKN.SHING BHUJIA 200 GM,8906010505356,4.2,5.0,16.00%,4,Indian Savories,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482751,BALAJI SEV MURMURA 250 GM,8906010505387,5.25,6.25,16.00%,4,Potato Bags,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482752,BALAJI BHEL MIX 250 GM,8906010505561,5.26,6.25,15.90%,5,Indian Savories,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482755,BALAJI PUNJAABI TADKA 250 GM,8906010503277,5.25,6.25,15.93%,1,Potato Bags,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482764,BALAJI CHENA JOR GARAM 250 GM,8906010505509,5.25,6.25,16.00%,5,Potato Bags,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482769,BALAJI GATHIYA 300 GM,8906010505486,5.25,6.25,16.00%,2,Indian Savories,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482770,BALAJI CHT.PATAKA TNGY TOMATO 65 GM,8906010505134,1.89,2.5001,24.39%,9,Potato Bags,GULF EVERGREEN FOODSTUFF TRADING LLC,BALAJI
6482793,ROYALFORD SPRAY BOTTLE 400ML RF10737,6294016422978,4.2,6.0,30.00%,1,PLASTIC SPRAY BOTTLE,ROYALFORD GENERAL TRADING LLC,ROYALFORD
6482795,ROYALFORD MICROFIBER KITCHEN CLOTH RF10740,6294016423005,4.2,6.0,30.00%,1,CLOTH,ROYALFORD GENERAL TRADING LLC,ROYALFORD
6482879,ROYALFORD ROUND PET JAR WITH CAP 500ML  RF11095,6294016426624,2.62,4.0,34.37%,2,PET JAR,ROYALFORD GENERAL TRADING LLC,ROYALFORD
6482889,ROYALFORD BOUTIQUE PLASTIC SPOON 12PCS RF11129,6294016426990,4.2,6.0,30.00%,5,SPOON,ROYALFORD GENERAL TRADING LLC,ROYALFORD
6482956,ROYAL FORD SCRUBBING BRUSH+HANDLE RF10639,6294016421995,3.67,5.5,33.18%,2,Brushes,ROYALFORD GENERAL TRADING LLC,ROYALFORD
6483063,WIRELESS LAVALIER MICROPHONE K11 IPHONE,6897620013169,42.0,59.0,28.81%,1,MIC,DAR AL BUSTAN GENERAL TRADING L.L.C,NO BRAND
6483072,OZO DETERGENT POWDER 3KG POLY BAG,0782150902358,8.89,13.5,34.12%,33,Washing Powder Front Load,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6483074,CLEAN MAX DETERGENT POWDER 3KG POLY BAG,0782150902341,8.39,11.9501,29.80%,17,Washing Powder Front Load,AL MADINA DISTRIBUTION CENTRE LLC,CLEAN MAX
6483238,EXTRA WHITE SWEET MINT SFP 14GM,42069775,1.97,2.5001,21.14%,10,Gums,GULF TRADING & REFRIGERATING CO (L L C),WRIGLEYS
6483264,NIVEA CREAM 150ML 3PK 25%,6085011018675,21.44,26.95,20.45%,5,Body Cream,AL SEER TRADING AGENCIES,NIVEA
6483322,COSMO ATTAR FULL CONCENTRATED PERFUME,6294015125979,1.49,5.0,70.25%,5,Other Perfumes,STERLING DISTRIBUTION COMPANY LLC,COSMO
